name	authors	year	valid
Anonychomyrma extensa	Emery	1887	valid
Anonychomyrma foetans	Clark	1929	invalid
Anonychomyrma fornicata	Emery	1914	valid
Anonychomyrma froggatti	Forel	1902	valid
Anonychomyrma geinitzi	Mayr	1868	valid
Anonychomyrma gigantea	Donisthorpe	1943	valid
Anonychomyrma gilberti	Forel	1902	valid
Anonychomyrma glabrata	Smith	1857	valid
Anonychomyrma incisa	Stitz	1932	valid
Anonychomyrma itinerans	Lowne	1865	valid
Anonychomyrma longicapitata	Donisthorpe	1947	valid
Anonychomyrma longiceps	Forel	1907	valid
Anonychomyrma malandana	Forel	1915	valid
Anonychomyrma minuta	Donisthorpe	1943	valid
Anonychomyrma murina	Emery	1911	valid
Anonychomyrma myrmex	Donisthorpe	1947	valid
Anonychomyrma nitidiceps	André	1896	valid
Anonychomyrma polita	Stitz	1912	valid
Anonychomyrma procidua	Erichson	1842	valid
Anonychomyrma purpurescens	Lowne	1865	valid
Anonychomyrma samlandica	Wheeler	1915	valid
Anonychomyrma scrutator	Smith	1859	valid
Anonychomyrma sellata	Stitz	1911	valid
Anonychomyrma tigris	Stitz	1912	valid
Anoplolepis berthoudi	Forel	1876	invalid
Anoplolepis braunsi	Forel	1913	invalid
Anoplolepis carinata	Emery	1899	valid
Anoplolepis custodiens	Smith	1858	valid
Anoplolepis fallax	Mayr	1865	valid
Anoplolepis gracilipes	Smith	1857	valid
Anoplolepis hendecarthrus	Roger	1863	invalid
Anoplolepis longipes	Jerdon	1851	invalid
Anoplolepis nuptialis	Santschi	1917	valid
Anoplolepis opaciventris	Emery	1899	valid
Anoplolepis rufescens	Santschi	1917	valid
Anoplolepis steingroeveri	Forel	1894	valid
Anoplolepis tenella	Santschi	1911	valid
Anoplolepis trifasciata	Smith	1858	invalid
Aphaenogaster aktaci	[no authors]	2008	valid
Aphaenogaster albisetosa	Mayr	1886	valid
Aphaenogaster amphioceanica	De Andrade	1995	valid
Aphaenogaster angulata	Viehmeyer	1922	valid
Aphaenogaster angusta	Santschi	1925	invalid
Aphaenogaster annandalei	Mukerjee	1930	valid
Aphaenogaster antiqua	Dlussky & Perkovsky	2002	valid
Aphaenogaster araneoides	Emery	1890	valid
Aphaenogaster archaica	Meunier	1915	valid
Aphaenogaster ashmeadi	Emery	1895	valid
Aphaenogaster atlantis	Santschi	1929	valid
Aphaenogaster avita	Fujiyama	1970	valid
Aphaenogaster balcanica	Emery	1898	valid
Aphaenogaster baogong	Terayama	2009	valid
Aphaenogaster barbara	Shattuck	2008	valid
Aphaenogaster barbigula	Wheeler	1916	valid
Aphaenogaster baronii	Cagniant	1988	valid
Aphaenogaster beccarii	Emery	1887	valid
Aphaenogaster beesoni	Donisthorpe	1933	valid
Aphaenogaster belti	Forel	1895	valid
Aphaenogaster boulderensis	Smith	1941	valid
Aphaenogaster burri	Donisthorpe	1950	valid
Aphaenogaster caeciliae	Viehmeyer	1922	valid
Aphaenogaster campana	Emery	1878	valid
Aphaenogaster cardenai	Espadaler	1981	valid
Aphaenogaster carolinensis	Wheeler	1915	valid
Aphaenogaster cavernicola	Donisthorpe	1938	valid
Aphaenogaster cecconii	Emery	1894	valid
Aphaenogaster cockerelli	André	1893	valid
Aphaenogaster concolor	Watanabe & Yamane	1999	valid
Aphaenogaster conica	Viehmeyer	1914	invalid
Aphaenogaster corsica	Casevitz-Weulersse	2010	valid
Aphaenogaster cristata	Forel	1902	valid
Aphaenogaster crocea	André	1881	valid
Aphaenogaster curiosa	Santschi	1933	valid
Aphaenogaster dejeani	Cagniant	1982	valid
Aphaenogaster depilis	Santschi	1911	valid
Aphaenogaster depressa	Bolton	1995	valid
Aphaenogaster dlusskyi	Radchenko & Arakelian	1991	valid
Aphaenogaster donann	Watanabe & Yamane	1999	valid
Aphaenogaster donisthorpei	Carpenter	1930	valid
Aphaenogaster dromedaria	Emery	1900	valid
Aphaenogaster dulciniae	Emery	1924	valid
Aphaenogaster dumetora	[no authors]	1982	valid
Aphaenogaster edentula	Watanabe & Yamane	1999	valid
Aphaenogaster ensifera	Forel	1899	valid
Aphaenogaster epirotes	Emery	1895	valid
Aphaenogaster erabu	Nishizono & Yamane	1990	valid
Aphaenogaster espadaleri	Cagniant	1984	valid
Aphaenogaster exasperata	Wheeler	1921	valid
Aphaenogaster fabulosa	Arnol'di	1968	valid
Aphaenogaster fallax	Cagniant	1992	valid
Aphaenogaster famelica	Smith	1874	valid
Aphaenogaster faureli	Cagniant	1969	valid
Aphaenogaster feae	Emery	1889	valid
Aphaenogaster fengbo	Terayama	2009	valid
Aphaenogaster festae	Emery	1915	valid
Aphaenogaster finzii	Müller	1921	valid
Aphaenogaster flemingi	Smith	1928	valid
Aphaenogaster floridana	Smith	1941	valid
Aphaenogaster foreli	[no authors]	1995	valid
Aphaenogaster friederichsi	Forel	1918	valid
Aphaenogaster fulva	Roger	1863	valid
Aphaenogaster funkikoensis	Creighton	1950	invalid
Aphaenogaster geei	Wheeler	1921	valid
Aphaenogaster gemella	Roger	1862	valid
Aphaenogaster georgica	Arnol'di	1968	valid
Aphaenogaster gibbosa	Latreille	1798	valid
Aphaenogaster gonacantha	Emery	1899	valid
Aphaenogaster gracillima	Watanabe & Yamane	1999	valid
Aphaenogaster graeca	Schulz	1994	valid
Aphaenogaster haarlovi	Collingwood	1961	valid
Aphaenogaster hesperia	Santschi	1911	valid
Aphaenogaster holtzi	Emery	1898	valid
Aphaenogaster honduriana	Mann	1922	valid
Aphaenogaster huachucana	Creighton	1934	valid
Aphaenogaster hunanensis	Wu & Wang	1992	valid
Aphaenogaster iberica	Emery	1908	valid
Aphaenogaster incurviclypea	Wang & Zheng	1997	valid
Aphaenogaster inermis	Santschi	1933	invalid
Aphaenogaster inermita	Bolton	1995	valid
Aphaenogaster ionia	Santschi	1933	valid
Aphaenogaster irrigua	Watanabe & Yamane	1999	valid
Aphaenogaster isekram	Bernard	1977	valid
Aphaenogaster italica	Bondroit	1918	valid
Aphaenogaster januschevi	Arnol'di	1976	valid
Aphaenogaster japonica	Forel	1911	valid
Aphaenogaster kervillei	Forel	1910	valid
Aphaenogaster kimberleyensis	Shattuck	2008	valid
Aphaenogaster kumejimana	Watanabe & Yamane	1999	valid
Aphaenogaster kurdica	Ruzsky	1905	valid
Aphaenogaster laevior	Emery	1887	valid
Aphaenogaster laevis	Mayr	1862	invalid
Aphaenogaster lamellidens	Mayr	1886	valid
Aphaenogaster lapidescens	Zhang	1989	valid
Aphaenogaster ledouxi	Tohmé	1969	valid
Aphaenogaster lepida	Wheeler	1930	valid
Aphaenogaster lesbica	Forel	1913	valid
Aphaenogaster leveillei	Emery	1881	valid
Aphaenogaster livida	Heer	1867	valid
Aphaenogaster longaeva	Scudder	1877	valid
Aphaenogaster longiceps	Smith	1858	valid
Aphaenogaster loriai	Emery	1897	valid
Aphaenogaster lustrans	Smith	1961	valid
Aphaenogaster luteipes	Watanabe & Yamane	1999	valid
Aphaenogaster macrospina	Smith	1934	invalid
Aphaenogaster maculata	Théobald	1937	valid
Aphaenogaster maculifrons	[no authors]	2008	valid
Aphaenogaster maculipes	Théobald	1937	valid
Aphaenogaster manni	Wheeler & Creighton	1934	invalid
Aphaenogaster mariae	Forel	1886	valid
Aphaenogaster mauritanica	[no authors]	1893	valid
Aphaenogaster mayri	Carpenter	1930	valid
Aphaenogaster mediterrae	Shattuck	2008	valid
Aphaenogaster megommata	Smith	1963	valid
Aphaenogaster mersa	Wheeler	1915	valid
Aphaenogaster messoroides	Dlussky, Soyunov & Zabelin	1990	valid
Aphaenogaster mexicana	Pergande	1896	valid
Aphaenogaster miamiana	Wheeler	1932	valid
Aphaenogaster miniata	Cagniant	1990	valid
Aphaenogaster minutula	Watanabe & Yamane	1999	valid
Aphaenogaster muelleriana	Wolf	1915	valid
Aphaenogaster muschtaidica	Emery	1908	invalid
Aphaenogaster mutica	Pergande	1896	valid
Aphaenogaster nadigi	Santschi	1923	valid
Aphaenogaster obsidiana	Mayr	1861	valid
Aphaenogaster occidentalis	Emery	1895	valid
Aphaenogaster oligocenica	Wheeler	1915	valid
Aphaenogaster opposita	Say	1836	valid
Aphaenogaster osimensis	Teranishi	1940	valid
Aphaenogaster ovaticeps	Emery	1898	valid
Aphaenogaster pallescens	Walker	1871	valid
Aphaenogaster pallida	Nylander	1849	valid
Aphaenogaster paludosa	Zhang	1989	valid
Aphaenogaster pannonica	Bachmayer	1960	valid
Aphaenogaster patruelis	Forel	1886	valid
Aphaenogaster pergandei	Donisthorpe	1950	invalid
Aphaenogaster perplexa	Smith	1961	valid
Aphaenogaster phalangium	Emery	1890	valid
Aphaenogaster phillipi	Menozzi	1932	invalid
Aphaenogaster phillipsi	Wheeler & Mann	1916	valid
Aphaenogaster picea	Wheeler	1908	valid
Aphaenogaster picena	Baroni Urbani	1971	valid
Aphaenogaster polyodonta	Zhou	2001	valid
Aphaenogaster poultoni	Crawley	1922	valid
Aphaenogaster praedo	Emery	1908	valid
Aphaenogaster praenoda	Santschi	1933	valid
Aphaenogaster praerelicta	De Andrade	1995	valid
Aphaenogaster projectens	Donisthorpe	1947	valid
Aphaenogaster pumilopuncta	Zhou	2001	valid
Aphaenogaster punctaticeps	MacKay	1989	valid
Aphaenogaster pythia	Forel	1915	valid
Aphaenogaster quadrispina	Emery	1911	valid
Aphaenogaster radchenkoi	[no authors]	2008	valid
Aphaenogaster reichelae	Shattuck	2008	valid
Aphaenogaster relicta	Wheeler & Mann	1914	valid
Aphaenogaster rhaphidiiceps	Mayr	1877	valid
Aphaenogaster rifensis	Cagniant	1994	valid
Aphaenogaster rothneyi	Forel	1902	valid
Aphaenogaster rudis	Enzmann	1947	valid
Aphaenogaster ruginota	Forel	1902	invalid
Aphaenogaster rugulosa	Watanabe & Yamane	1999	valid
Aphaenogaster ruida	Wheeler	1928	invalid
Aphaenogaster rupestris	Forel	1909	valid
Aphaenogaster sagei	Forel	1902	valid
Aphaenogaster saharensis	Bernard	1953	valid
Aphaenogaster sangiorgii	Emery	1901	valid
Aphaenogaster sardoa	Mayr	1853	valid
Aphaenogaster schmidti	Karavaiev	1912	valid
Aphaenogaster schurri	Forel	1902	valid
Aphaenogaster semipolita	Nylander	1856	valid
Aphaenogaster senilis	Mayr	1853	valid
Aphaenogaster shanwangensis	[no authors]	1984	valid
Aphaenogaster sicardi	Cagniant	1990	valid
Aphaenogaster sicula	Emery	1908	valid
Aphaenogaster silvestrii	Menozzi	1929	invalid
Aphaenogaster silvestrii	Wheeler	1929	invalid
Aphaenogaster simonellii	Emery	1894	valid
Aphaenogaster sinensis	Wheeler	1928	invalid
Aphaenogaster smythiesii	Forel	1902	valid
Aphaenogaster sommerfeldti	Mayr	1868	valid
Aphaenogaster sonorae	Pergande	1893	invalid
Aphaenogaster spinosa	Emery	1878	valid
Aphaenogaster splendida	Roger	1859	valid
Aphaenogaster striativentris	Forel	1895	valid
Aphaenogaster striola	Roger	1859	invalid
Aphaenogaster strioloides	Forel	1890	valid
Aphaenogaster subcostata	Viehmeyer	1922	valid
Aphaenogaster subexaperata	Zhou	2001	valid
Aphaenogaster subrubra	Buckley	1866	invalid
Aphaenogaster subterranea	Latreille	1798	valid
Aphaenogaster subterraneoides	Emery	1881	valid
Aphaenogaster swammerdami	Forel	1886	valid
Aphaenogaster syriaca	Emery	1908	valid
Aphaenogaster takahashii	Wheeler	1930	valid
Aphaenogaster tennesseensis	Mayr	1862	valid
Aphaenogaster testaceopilosa	Lucas	1849	valid
Aphaenogaster texana	Wheeler	1915	valid
Aphaenogaster theryi	Santschi	1923	valid
Aphaenogaster tibetana	Donisthorpe	1929	valid
Aphaenogaster tinauti	Cagniant	1992	valid
Aphaenogaster tipuna	Forel	1913	valid
Aphaenogaster tokarainsulana	Watanabe & Yamane	1999	valid
Aphaenogaster torossiani	Cagniant	1988	valid
Aphaenogaster treatae	Forel	1886	valid
Aphaenogaster turkestanica	Arnol'di	1976	valid
Aphaenogaster uinta	Wheeler	1917	valid
Aphaenogaster ujhelyii	Szabó	1910	valid
Aphaenogaster umphreyi	Deyrup & Davis	1998	valid
Aphaenogaster vapida	Wheeler	1928	invalid
Aphaenogaster verecunda	Wheeler	1928	invalid
Aphaenogaster wangtian	Terayama	2009	valid
Aphaenogaster wangye	Terayama	2009	valid
Aphaenogaster weigoldi	Viehmeyer	1922	valid
Aphaenogaster weulersseae	Cagniant	1989	valid
Aphaenogaster wilsoni	Cagniant	1988	valid
Aphaenogaster xuatian	Terayama	2009	valid
Aphomomyrmex afer	Emery	1899	valid
Aphomomyrmex muralti	Forel	1910	invalid
Apomyrma stygia	[no authors]	1971	valid
Apterostigma abdita	Mann	1922	invalid
Apterostigma acre	Lattke	1997	valid
Apterostigma affinis	Santschi	1922	invalid
Apterostigma amiae	Weber	1937	invalid
Apterostigma ancilonodum	Lattke	1997	valid
Apterostigma andense	Lattke	1997	valid
Apterostigma angulatum	Weber	1938	invalid
Apterostigma angustum	Lattke	1997	valid
Apterostigma auriculatum	Wheeler	1925	valid
Apterostigma avium	Lattke	1997	valid
Apterostigma billi	Weber	1938	invalid
Apterostigma bolivianum	Weber	1938	valid
Apterostigma branneri	Mann	1916	invalid
Apterostigma bruchi	Santschi	1919	valid
Apterostigma callipygium	Lattke	1997	valid
Apterostigma calverti	Wheeler	1911	valid
Apterostigma carinatum	Lattke	1997	valid
Apterostigma chocoense	Lattke	1997	valid
Apterostigma collare	Emery	1896	valid
Apterostigma convexum	Lattke	1997	valid
Apterostigma dentigerum	Wheeler	1925	valid
Apterostigma depressum	Lattke	1997	valid
Apterostigma dorotheae	Weber	1937	valid
Apterostigma dubium	Weber	1938	invalid
Apterostigma electropilosum	Schultz	2007	valid
Apterostigma eowilsoni	Schultz	2007	valid
Apterostigma epinotale	Weber	1937	valid
Apterostigma fallax	Borgmeier	1934	valid
Apterostigma fitzgeraldi	Weber	1937	invalid
Apterostigma fusinodum	Weber	1938	invalid
Apterostigma gibbum	Weber	1938	invalid
Apterostigma goniodes	Lattke	1997	valid
Apterostigma ierense	Weber	1937	valid
Apterostigma immobile	Weber	1940	invalid
Apterostigma jubatum	Wheeler	1925	valid
Apterostigma luederwaldti	Santschi	1923	invalid
Apterostigma madidiense	Weber	1938	valid
Apterostigma manni	Weber	1938	valid
Apterostigma mayri	Forel	1893	valid
Apterostigma megacephala	Lattke	1999	valid
Apterostigma mexicanum	Lattke	1997	valid
Apterostigma moelleri	Forel	1892	valid
Apterostigma pariense	Lattke	1997	valid
Apterostigma peruvianum	Wheeler	1925	valid
Apterostigma pilosum	Mayr	1865	valid
Apterostigma reburrum	Lattke	1997	valid
Apterostigma robustum	Emery	1896	valid
Apterostigma scutellare	Forel	1885	valid
Apterostigma serratum	Lattke	1997	valid
Apterostigma spiculum	Lattke	1997	valid
Apterostigma steigeri	Santschi	1911	valid
Apterostigma tachirense	Lattke	1997	valid
Apterostigma tholiforme	Lattke	1997	valid
Apterostigma tramitis	Weber	1940	valid
Apterostigma trapeziforme	Lattke	1997	valid
Apterostigma tropicoxa	Lattke	1997	valid
Apterostigma turgidum	Lattke	1997	valid
Apterostigma urichii	Forel	1893	valid
Apterostigma wasmannii	Forel	1892	valid
Aptinoma antongil	Fisher	2009	valid
Aptinoma mangabe	Fisher	2009	valid
Archaeopone kzylzharica	Dlussky	1975	valid
Archaeopone taylori	Dlussky	1983	valid
Archimyrmex piatnitzkyi	Viana & Haedo Rossi	1957	valid
Archimyrmex rostratus	Cockerell	1923	valid
Archimyrmex smekali	Rossi de Garcia	1983	valid
Archimyrmex wedmannae	Dlussky	2012	valid
Archiponera wheeleri	Carpenter	1930	valid
Armania capitata	Dlussky	1999	valid
Armania curiosa	Dlussky	1983	valid
Armania pristina	Dlussky	1999	valid
Armania robusta	Dlussky	1983	valid
Arnoldius flavus	Crawley	1922	valid
Arnoldius pusillus	Mayr	1876	valid
Arnoldius scissor	Crawley	1922	valid
Asphinctanilloides amazona	Brandão, Diniz, Agosti & Delabie	1999	valid
Asphinctanilloides anae	Brandão, Diniz, Agosti & Delabie	1999	valid
Asphinctanilloides manauara	Brandão, Diniz, Agosti & Delabie	1999	valid
Asphinctopone differens	Bolton & Fisher	2008	valid
Asphinctopone lamottei	Bernard	1953	invalid
Asphinctopone lucidus	Weber	1949	invalid
Asphinctopone pilosa	Hawkes	2010	valid
Asphinctopone silvestrii	Santschi	1914	valid
Asymphylomyrmex balticus	Wheeler	1915	valid
Atopomyrmex calpocalycola	Snelling	1992	valid
Atopomyrmex cryptoceroides	Emery	1892	valid
Atopomyrmex deplanatus	Mayr	1895	invalid
Atopomyrmex mocquerysi	André	1889	valid
Atta abdominalis	Smith	1858	invalid
Atta bisphaerica	Forel	1908	valid
Atta capiguara	Gonçalves	1944	valid
Atta cephalotes	Linnaeus	1758	valid
Atta colombica	Guérin-Méneville	1844	valid
Atta coptophylla	Guérin-Méneville	1844	invalid
Atta cubana	Fontenla Rizo	1995	valid
Atta dissimilis	Jerdon	1851	valid
Atta domicola	Jerdon	1851	valid
Atta fervens	Drury	1782	invalid
Atta flavicornis	[no authors]	1789	invalid
Atta goiana	Gonçalves	1942	valid
Atta grossa	Fabricius	1787	invalid
Atta insularis	Guérin-Méneville	1844	valid
Atta laevigata	Smith	1858	valid
Atta lebasii	Guérin-Méneville	1844	invalid
Atta lutea	Forel	1893	invalid
Atta mexicana	Smith	1858	valid
Atta migratoria	De Geer	1773	invalid
Atta opaciceps	Borgmeier	1939	valid
Atta pilosa	Buckley	1866	valid
Atta polita	Emery	1905	invalid
Atta robusta	Borgmeier	1939	valid
Atta saltensis	Forel	1913	valid
Atta sexdens	Linnaeus	1758	valid
Atta sexdentata	Latreille	1802	invalid
Atta silvai	Gonçalves	1983	invalid
Atta tardigrada	Buckley	1866	valid
Atta texana	Buckley	1860	valid
Atta visitatrix	Christ	1791	invalid
Atta vollenweideri	Forel	1893	valid
Attaichnus kuenzelii	Laza	1982	valid
Attopsis longipennis	Heer	1849	valid
Attopsis longipes	Heer	1867	valid
Aulacopone relicta	Arnol'di	1930	valid
Austromorium flavigaster	Clark	1938	valid
Austromorium hetericki	Shattuck	2009	valid
Avitomyrmex elongatus	Archibald, Cover & Moreau	2006	valid
Avitomyrmex mastax	Archibald, Cover & Moreau	2006	valid
Avitomyrmex systenus	Archibald, Cover & Moreau	2006	valid
Axinidris acholli	Weber	1941	valid
Axinidris bidens	Shattuck	1991	valid
Axinidris denticulata	Wheeler	1922	valid
Axinidris gabonica	Snelling	2007	valid
Axinidris ghanensis	Shattuck	1991	valid
Axinidris hylekoites	Shattuck	1991	valid
Axinidris hypoclinoides	Santschi	1919	valid
Axinidris icipe	Snelling	2007	valid
Axinidris kakamegensis	Shattuck	1991	valid
Axinidris kinoin	Shattuck	1991	valid
Axinidris lignicola	Snelling	2007	valid
Axinidris luhya	Snelling	2007	valid
Axinidris mlalu	Snelling	2007	valid
Axinidris murielae	Shattuck	1991	valid
Axinidris namib	Snelling	2007	valid
Axinidris nigripes	Shattuck	1991	valid
Axinidris occidentalis	Shattuck	1991	valid
Axinidris okekai	Snelling	2007	valid
Axinidris palligastrion	Shattuck	1991	valid
Axinidris parvus	Shattuck	1991	invalid
Axinidris stageri	Snelling	2007	valid
Axinidris tridens	Arnold	1946	valid
Azteca adrepens	Forel	1911	valid
Azteca aesopus	Forel	1908	valid
Azteca alfari	Emery	1893	valid
Azteca alpha	Wilson	1985	valid
Azteca andreae	[no authors]	2010	valid
Azteca angusticeps	Emery	1893	valid
Azteca aragua	[no authors]	1992	valid
Azteca aurita	Emery	1893	valid
Azteca australis	Wheeler	1942	valid
Azteca barbifex	Forel	1906	valid
Azteca beltii	Emery	1893	valid
Azteca bequaerti	Wheeler & Bequaert	1929	valid
Azteca bicolor	Emery	1893	invalid
Azteca brevicornis	Mayr	1878	valid
Azteca brevis	Forel	1899	valid
Azteca chartifex	Emery	1896	valid
Azteca christopherseni	Forel	1912	valid
Azteca coeruleipennis	Emery	1893	valid
Azteca constructor	Emery	1896	valid
Azteca cordincola	Forel	1921	valid
Azteca coussapoae	Forel	1904	valid
Azteca crassicornis	Emery	1893	valid
Azteca delpini	Emery	1893	valid
Azteca depilis	Emery	1893	valid
Azteca diabolica	[no authors]	2010	valid
Azteca duckei	Forel	1906	valid
Azteca duroiae	Forel	1904	valid
Azteca eiseni	Pergande	1896	invalid
Azteca emeryi	Forel	1904	valid
Azteca emmae	Forel	1904	invalid
Azteca eumeces	Wilson	1985	valid
Azteca fasciata	Emery	1893	valid
Azteca festai	Emery	1896	invalid
Azteca fiebrigi	Forel	1909	invalid
Azteca flavigaster	Longino	2007	valid
Azteca forelii	Emery	1893	valid
Azteca foveiceps	Wheeler	1921	valid
Azteca gnava	Forel	1906	valid
Azteca godmani	Forel	1899	valid
Azteca goeldii	Forel	1906	valid
Azteca huberi	Forel	1906	valid
Azteca hypophylla	Forel	1899	valid
Azteca iheringi	Forel	1915	valid
Azteca instabilis	Smith	1862	valid
Azteca isthmica	Wheeler	1942	valid
Azteca jelskii	Emery	1893	valid
Azteca juruensis	Forel	1904	valid
Azteca lacrymosa	Forel	1899	invalid
Azteca lallemandi	Forel	1899	valid
Azteca lanuginosa	Emery	1893	valid
Azteca lattkei	[no authors]	1992	valid
Azteca laurae	[no authors]	2010	valid
Azteca linamariae	[no authors]	2010	valid
Azteca longiceps	Emery	1893	valid
Azteca lucida	Forel	1899	valid
Azteca lucidula	Forel	1899	invalid
Azteca luederwaldti	Forel	1909	valid
Azteca lynchi	Brèthes	1914	invalid
Azteca mayrii	Emery	1893	valid
Azteca merida	[no authors]	1992	valid
Azteca minor	Forel	1904	valid
Azteca muelleri	Emery	1893	valid
Azteca nanogyna	Longino	2007	valid
Azteca nigella	Emery	1893	invalid
Azteca nigra	Forel	1912	valid
Azteca nigricans	Forel	1899	valid
Azteca oecocordia	Longino	2007	valid
Azteca olitrix	Forel	1904	valid
Azteca ovaticeps	Forel	1904	valid
Azteca paraensis	Forel	1904	valid
Azteca patruelis	Forel	1908	invalid
Azteca petalocephala	[no authors]	1992	valid
Azteca pilosula	Forel	1899	valid
Azteca pittieri	Forel	1899	valid
Azteca polymorpha	Forel	1899	valid
Azteca prorsa	Wheeler	1942	invalid
Azteca quadraticeps	Longino	2007	valid
Azteca salti	Wheeler & Darlington	1930	valid
Azteca sapii	Forel	1912	valid
Azteca schimperi	Emery	1893	valid
Azteca schumannii	Emery	1893	valid
Azteca sericea	Mayr	1866	valid
Azteca sericeasur	Longino	2007	valid
Azteca severini	Emery	1896	valid
Azteca snellingi	[no authors]	2010	valid
Azteca stanleyuli	Forel	1921	valid
Azteca stigmatica	Emery	1896	valid
Azteca stolli	Forel	1912	invalid
Azteca subopaca	Forel	1899	valid
Azteca tachigaliae	Forel	1904	valid
Azteca theresiae	Forel	1899	valid
Azteca tonduzi	Forel	1899	valid
Azteca trailii	Emery	1893	valid
Azteca trianguliceps	Forel	1912	valid
